Date/Time,Event,Session ID,Temp,Humidity,Methane - 12 bit ADC,
"March 11, 2021 at 08:38PM",ece477,102322,73.05772F,82.61%,715,
"March 11, 2021 at 08:39PM",ece477,102323,73.02572F,82.69%,715,
"March 11, 2021 at 08:39PM",ece477,102324,72.99371F,82.53%,718,
"March 11, 2021 at 08:39PM",ece477,102325,73.02572F,82.63%,711,
"March 11, 2021 at 08:39PM",ece477,102326,73.02572F,82.61%,708,
"March 11, 2021 at 08:39PM",ece477,102327,72.99371F,82.54%,715,
"March 11, 2021 at 08:39PM",ece477,102328,72.99371F,82.60%,711,
"March 11, 2021 at 08:39PM",ece477,102329,73.05772F,82.67%,711,
"March 11, 2021 at 08:39PM",ece477,102330,73.02572F,82.54%,715,
"March 11, 2021 at 08:39PM",ece477,102331,72.99371F,82.60%,713,
"March 11, 2021 at 08:39PM",ece477,102332,73.02572F,82.62%,716,
"March 11, 2021 at 08:40PM",ece477,102333,73.02572F,82.63%,711,
"March 11, 2021 at 08:40PM",ece477,102334,72.92969F,82.63%,718,
"March 11, 2021 at 08:40PM",ece477,102335,72.99371F,82.70%,711,
"March 11, 2021 at 08:40PM",ece477,102336,73.02572F,82.57%,711,
"March 11, 2021 at 08:40PM",ece477,102337,72.9617F,82.61%,707,
"March 11, 2021 at 08:40PM",ece477,102338,72.9617F,82.51%,717,
"March 11, 2021 at 08:40PM",ece477,102339,72.9617F,82.58%,716,
"March 11, 2021 at 08:40PM",ece477,102340,72.9617F,82.59%,720,
"March 11, 2021 at 08:40PM",ece477,102341,73.02572F,82.62%,715,
"March 11, 2021 at 08:40PM",ece477,102342,72.92969F,82.58%,709,
"March 11, 2021 at 08:41PM",ece477,102343,72.92969F,82.51%,720,
"March 11, 2021 at 08:41PM",ece477,102344,72.9617F,82.52%,718,
"March 11, 2021 at 08:41PM",ece477,102345,72.89768F,82.62%,716,
"March 11, 2021 at 08:41PM",ece477,102346,72.9617F,82.54%,720,
"March 11, 2021 at 08:41PM",ece477,102347,72.89768F,82.72%,716,
"March 11, 2021 at 08:41PM",ece477,102348,72.9617F,82.64%,720,
"March 11, 2021 at 08:41PM",ece477,102349,72.9617F,82.57%,712,
"March 11, 2021 at 08:41PM",ece477,102350,72.89768F,82.59%,709,
"March 11, 2021 at 08:41PM",ece477,102351,72.92969F,82.68%,663,
"March 11, 2021 at 08:41PM",ece477,102352,72.92969F,82.64%,717,
"March 11, 2021 at 08:42PM",ece477,102353,72.92969F,82.70%,714,
"March 11, 2021 at 08:42PM",ece477,102354,73.02572F,82.58%,711,
"March 11, 2021 at 08:42PM",ece477,102355,72.9617F,82.67%,718,
"March 11, 2021 at 08:42PM",ece477,102356,72.99371F,82.64%,714,
"March 11, 2021 at 08:42PM",ece477,102357,72.92969F,82.65%,718,
"March 11, 2021 at 08:42PM",ece477,102358,72.99371F,82.60%,714,
"March 11, 2021 at 08:42PM",ece477,102359,73.02572F,82.70%,714,
"March 11, 2021 at 08:42PM",ece477,102360,72.99371F,82.64%,719,
"March 11, 2021 at 08:42PM",ece477,102361,72.92969F,82.64%,709,
"March 11, 2021 at 08:42PM",ece477,102362,72.99371F,82.67%,709,
"March 11, 2021 at 08:43PM",ece477,102363,72.89768F,82.74%,709,
"March 11, 2021 at 08:43PM",ece477,102364,72.92969F,82.62%,727,
"March 11, 2021 at 08:43PM",ece477,102365,72.9617F,82.76%,752,
"March 11, 2021 at 08:43PM",ece477,102366,72.9617F,82.74%,717,
"March 11, 2021 at 08:43PM",ece477,102367,72.9617F,82.77%,720,
"March 11, 2021 at 08:43PM",ece477,102368,72.92969F,82.61%,716,
"March 11, 2021 at 08:43PM",ece477,102369,72.89768F,82.67%,711,
"March 11, 2021 at 08:43PM",ece477,102370,72.99371F,82.62%,710,
"March 11, 2021 at 08:43PM",ece477,102371,72.99371F,82.66%,704,
"March 11, 2021 at 08:43PM",ece477,102372,72.9617F,82.72%,717,
"March 11, 2021 at 08:44PM",ece477,102373,72.92969F,82.71%,712,
"March 11, 2021 at 08:44PM",ece477,102374,72.89768F,82.74%,719,
"March 11, 2021 at 08:44PM",ece477,102375,72.86566F,82.76%,719,
"March 11, 2021 at 08:44PM",ece477,102376,72.92969F,82.71%,711,
"March 11, 2021 at 08:44PM",ece477,102377,73.02572F,82.83%,705,
"March 11, 2021 at 08:44PM",ece477,102378,72.86566F,82.76%,709,
"March 11, 2021 at 08:44PM",ece477,102379,72.86566F,82.76%,711,
"March 11, 2021 at 08:44PM",ece477,102380,72.92969F,82.85%,711,
"March 11, 2021 at 08:44PM",ece477,102381,72.86566F,82.72%,713,
"March 11, 2021 at 08:44PM",ece477,102382,72.92969F,82.65%,711,
"March 11, 2021 at 08:45PM",ece477,102383,72.92969F,82.80%,711,
"March 11, 2021 at 08:45PM",ece477,102384,72.9617F,82.90%,717,
"March 11, 2021 at 08:45PM",ece477,102385,72.92969F,82.78%,717,
"March 11, 2021 at 08:45PM",ece477,102386,72.92969F,82.84%,714,
"March 11, 2021 at 08:45PM",ece477,102387,72.92969F,82.75%,725,
"March 11, 2021 at 08:45PM",ece477,102388,72.89768F,82.72%,710,
"March 11, 2021 at 08:45PM",ece477,102389,72.92969F,82.78%,718,
"March 11, 2021 at 08:45PM",ece477,102390,72.86566F,82.76%,709,
"March 11, 2021 at 08:45PM",ece477,102391,72.89768F,82.84%,706,
"March 11, 2021 at 08:45PM",ece477,102392,72.86566F,82.82%,717,
"March 11, 2021 at 08:46PM",ece477,102393,72.89768F,82.91%,710,
"March 11, 2021 at 08:46PM",ece477,102394,72.83365F,82.71%,715,
"March 11, 2021 at 08:46PM",ece477,102395,72.86566F,82.87%,716,
"March 11, 2021 at 08:46PM",ece477,102396,72.89768F,82.71%,709,
"March 11, 2021 at 08:46PM",ece477,102397,72.86566F,82.95%,717,
"March 11, 2021 at 08:46PM",ece477,102398,72.9617F,82.76%,717,
"March 11, 2021 at 08:46PM",ece477,102399,72.92969F,82.77%,716,
"March 11, 2021 at 08:46PM",ece477,102400,72.92969F,82.85%,718,
"March 11, 2021 at 08:46PM",ece477,102401,72.92969F,82.80%,711,
"March 11, 2021 at 08:46PM",ece477,102402,72.92969F,82.78%,720,
"March 11, 2021 at 08:47PM",ece477,102403,72.86566F,82.76%,716,
"March 11, 2021 at 08:47PM",ece477,102404,72.89768F,82.80%,662,
"March 11, 2021 at 08:47PM",ece477,102405,72.83365F,82.81%,720,
"March 11, 2021 at 08:47PM",ece477,102406,72.92969F,82.83%,708,
"March 11, 2021 at 08:47PM",ece477,102407,73.02572F,82.86%,715,
"March 11, 2021 at 08:47PM",ece477,102408,72.89768F,82.95%,711,
"March 11, 2021 at 08:47PM",ece477,102409,72.92969F,82.79%,715,
"March 11, 2021 at 08:47PM",ece477,102410,72.92969F,82.79%,720,
"March 11, 2021 at 08:47PM",ece477,102411,72.89768F,82.83%,707,
"March 11, 2021 at 08:47PM",ece477,102412,72.86566F,82.89%,718,
"March 11, 2021 at 08:48PM",ece477,102413,72.86566F,82.88%,709,
"March 11, 2021 at 08:48PM",ece477,102414,72.89768F,82.92%,710,
"March 11, 2021 at 08:48PM",ece477,102415,72.86566F,82.94%,715,
"March 11, 2021 at 08:48PM",ece477,102416,72.86566F,83.03%,717,
"March 11, 2021 at 08:48PM",ece477,102417,72.86566F,82.93%,720,
"March 11, 2021 at 08:48PM",ece477,102418,72.89768F,83.00%,711,
"March 11, 2021 at 08:48PM",ece477,102419,72.83365F,82.87%,715,
"March 11, 2021 at 08:48PM",ece477,102420,72.86566F,82.87%,708,
"March 11, 2021 at 08:48PM",ece477,102421,72.92969F,82.87%,714,
"March 11, 2021 at 08:48PM",ece477,102422,72.89768F,82.71%,714,
"March 11, 2021 at 08:49PM",ece477,102423,72.89768F,82.92%,721,
"March 11, 2021 at 08:49PM",ece477,102424,72.80164F,82.88%,705,
"March 11, 2021 at 08:49PM",ece477,102425,72.89768F,82.89%,718,
"March 11, 2021 at 08:49PM",ece477,102426,72.83365F,82.96%,715,
"March 11, 2021 at 08:49PM",ece477,102427,72.83365F,82.93%,713,
"March 11, 2021 at 08:49PM",ece477,102428,72.86566F,82.92%,720,
"March 11, 2021 at 08:49PM",ece477,102429,72.83365F,82.77%,718,
"March 11, 2021 at 08:49PM",ece477,102430,72.83365F,82.96%,766,
"March 11, 2021 at 08:49PM",ece477,102431,72.80164F,82.95%,714,
"March 11, 2021 at 08:49PM",ece477,102432,72.83365F,82.94%,718,
"March 11, 2021 at 08:50PM",ece477,102433,72.83365F,82.96%,720,
"March 11, 2021 at 08:50PM",ece477,102434,72.76963F,83.02%,717,
"March 11, 2021 at 08:50PM",ece477,102435,72.83365F,82.92%,712,
"March 11, 2021 at 08:50PM",ece477,102436,72.89768F,82.99%,717,
"March 11, 2021 at 08:50PM",ece477,102437,72.86566F,82.90%,705,
"March 11, 2021 at 08:50PM",ece477,102438,72.83365F,82.94%,717,
"March 11, 2021 at 08:50PM",ece477,102439,72.76963F,82.97%,720,
"March 11, 2021 at 08:50PM",ece477,102440,72.83365F,82.89%,709,
"March 11, 2021 at 08:50PM",ece477,102441,72.83365F,82.98%,720,
"March 11, 2021 at 08:50PM",ece477,102442,72.80164F,83.00%,715,
"March 11, 2021 at 08:51PM",ece477,102443,72.83365F,82.96%,713,
"March 11, 2021 at 08:51PM",ece477,102444,72.80164F,82.94%,705,
"March 11, 2021 at 08:51PM",ece477,102445,72.83365F,83.02%,702,
"March 11, 2021 at 08:51PM",ece477,102446,72.73763F,82.77%,718,
"March 11, 2021 at 08:51PM",ece477,102447,72.89768F,83.06%,719,
"March 11, 2021 at 08:51PM",ece477,102448,72.83365F,82.96%,717,
"March 11, 2021 at 08:51PM",ece477,102449,72.73763F,82.92%,715,
"March 11, 2021 at 08:51PM",ece477,102450,72.80164F,82.87%,718,
"March 11, 2021 at 08:51PM",ece477,102451,72.73763F,82.96%,715,
"March 11, 2021 at 08:51PM",ece477,102452,72.76963F,82.94%,711,
"March 11, 2021 at 08:52PM",ece477,102453,72.80164F,82.98%,714,
"March 11, 2021 at 08:52PM",ece477,102454,72.83365F,82.84%,714,
"March 11, 2021 at 08:52PM",ece477,102455,72.83365F,82.99%,718,
"March 11, 2021 at 08:52PM",ece477,102456,72.86566F,83.09%,715,
"March 11, 2021 at 08:52PM",ece477,102457,72.80164F,83.09%,706,
"March 11, 2021 at 08:52PM",ece477,102458,72.80164F,82.97%,713,
"March 11, 2021 at 08:52PM",ece477,102459,72.80164F,83.08%,719,
"March 11, 2021 at 08:52PM",ece477,102460,72.80164F,83.02%,707,
"March 11, 2021 at 08:52PM",ece477,102461,72.80164F,82.92%,717,
"March 11, 2021 at 08:52PM",ece477,102462,72.80164F,82.83%,718,
"March 11, 2021 at 08:53PM",ece477,102463,72.76963F,82.85%,743,
"March 11, 2021 at 08:53PM",ece477,102464,72.80164F,83.01%,714,
"March 11, 2021 at 08:53PM",ece477,102465,72.73763F,83.01%,720,
"March 11, 2021 at 08:53PM",ece477,102466,72.73763F,83.03%,713,
"March 11, 2021 at 08:53PM",ece477,102467,72.76963F,83.03%,720,
"March 11, 2021 at 08:53PM",ece477,102468,72.76963F,83.03%,714,
"March 11, 2021 at 08:53PM",ece477,102469,72.80164F,83.00%,717,
"March 11, 2021 at 08:53PM",ece477,102470,72.76963F,82.98%,723,
"March 11, 2021 at 08:53PM",ece477,102471,72.76963F,83.00%,718,
"March 11, 2021 at 08:53PM",ece477,102472,72.73763F,83.03%,715,
"March 11, 2021 at 08:54PM",ece477,102473,72.76963F,83.06%,717,
"March 11, 2021 at 08:54PM",ece477,102474,72.76963F,83.05%,717,
"March 11, 2021 at 08:54PM",ece477,102475,72.70561F,83.07%,717,
"March 11, 2021 at 08:54PM",ece477,102476,72.76963F,83.02%,720,
"March 11, 2021 at 08:54PM",ece477,102477,72.73763F,82.99%,713,
"March 11, 2021 at 08:54PM",ece477,102478,72.83365F,82.86%,715,
"March 11, 2021 at 08:54PM",ece477,102479,72.80164F,82.99%,720,
"March 11, 2021 at 08:54PM",ece477,102480,72.76963F,83.10%,719,
"March 11, 2021 at 08:54PM",ece477,102481,72.73763F,82.95%,721,
"March 11, 2021 at 08:54PM",ece477,102482,72.70561F,83.00%,715,
"March 11, 2021 at 08:55PM",ece477,102483,72.76963F,82.96%,715,
"March 11, 2021 at 08:55PM",ece477,102484,72.80164F,83.04%,717,
"March 11, 2021 at 08:55PM",ece477,102485,72.76963F,83.02%,717,
"March 11, 2021 at 08:55PM",ece477,102486,72.73763F,83.13%,714,
"March 11, 2021 at 08:55PM",ece477,102487,72.80164F,83.17%,707,
"March 11, 2021 at 08:55PM",ece477,102488,72.73763F,83.09%,718,
"March 11, 2021 at 08:55PM",ece477,102489,72.73763F,83.09%,710,
"March 11, 2021 at 08:55PM",ece477,102490,72.73763F,83.12%,717,
"March 11, 2021 at 08:55PM",ece477,102491,72.70561F,83.14%,707,
"March 11, 2021 at 08:55PM",ece477,102492,72.73763F,83.08%,717,
"March 11, 2021 at 08:56PM",ece477,102493,72.80164F,82.91%,707,
"March 11, 2021 at 08:56PM",ece477,102494,72.76963F,83.14%,720,
"March 11, 2021 at 08:56PM",ece477,102495,72.73763F,83.04%,713,
"March 11, 2021 at 08:56PM",ece477,102496,72.73763F,83.08%,711,
"March 11, 2021 at 08:56PM",ece477,102497,72.76963F,83.10%,720,
"March 11, 2021 at 08:56PM",ece477,102498,72.70561F,83.08%,719,
"March 11, 2021 at 08:56PM",ece477,102499,72.76963F,83.06%,718,
"March 11, 2021 at 08:56PM",ece477,102500,72.70561F,83.06%,719,
"March 11, 2021 at 08:56PM",ece477,102501,72.73763F,83.13%,715,
"March 11, 2021 at 08:56PM",ece477,102502,72.73763F,83.18%,715,
"March 11, 2021 at 08:57PM",ece477,102503,72.73763F,83.13%,741,
"March 11, 2021 at 08:57PM",ece477,102504,72.76963F,83.11%,714,
"March 11, 2021 at 08:57PM",ece477,102505,72.70561F,83.11%,711,
"March 11, 2021 at 08:57PM",ece477,102506,72.73763F,83.12%,717,
"March 11, 2021 at 08:57PM",ece477,102507,72.73763F,83.11%,720,
"March 11, 2021 at 08:57PM",ece477,102508,72.6736F,83.07%,713,
"March 11, 2021 at 08:57PM",ece477,102509,72.73763F,83.12%,717,
"March 11, 2021 at 08:57PM",ece477,102510,72.6736F,83.09%,720,
"March 11, 2021 at 08:57PM",ece477,102511,72.64159F,83.11%,719,
"March 11, 2021 at 08:57PM",ece477,102512,72.73763F,82.84%,715,
"March 11, 2021 at 08:58PM",ece477,102513,72.73763F,83.19%,719,
"March 11, 2021 at 08:58PM",ece477,102514,72.6736F,83.13%,710,
"March 11, 2021 at 08:58PM",ece477,102515,72.70561F,83.10%,717,
"March 11, 2021 at 08:58PM",ece477,102516,72.73763F,83.14%,718,
"March 11, 2021 at 08:58PM",ece477,102517,72.73763F,83.13%,709,
"March 11, 2021 at 08:58PM",ece477,102518,72.73763F,83.19%,717,
"March 11, 2021 at 08:58PM",ece477,102519,72.70561F,83.10%,705,
"March 11, 2021 at 08:58PM",ece477,102520,72.76963F,83.15%,719,
"March 11, 2021 at 08:58PM",ece477,102521,72.73763F,83.16%,719,
"March 11, 2021 at 08:58PM",ece477,102522,72.80164F,83.08%,722,
"March 11, 2021 at 08:59PM",ece477,102523,72.80164F,83.12%,711,
"March 11, 2021 at 08:59PM",ece477,102524,72.73763F,83.07%,718,
"March 11, 2021 at 08:59PM",ece477,102525,72.70561F,83.17%,720,
"March 11, 2021 at 08:59PM",ece477,102526,72.73763F,83.16%,720,
"March 11, 2021 at 08:59PM",ece477,102527,72.70561F,83.00%,719,
"March 11, 2021 at 08:59PM",ece477,102528,72.76963F,83.13%,704,
"March 11, 2021 at 08:59PM",ece477,102529,72.70561F,83.16%,717,
"March 11, 2021 at 08:59PM",ece477,102530,72.70561F,83.11%,803,
"March 11, 2021 at 08:59PM",ece477,102531,72.70561F,83.12%,717,
"March 11, 2021 at 08:59PM",ece477,102532,72.73763F,83.22%,721,
"March 11, 2021 at 09:00PM",ece477,102533,72.76963F,83.18%,714,
"March 11, 2021 at 09:00PM",ece477,102534,72.76963F,83.01%,717,
"March 11, 2021 at 09:00PM",ece477,102535,72.80164F,83.17%,715,
"March 11, 2021 at 09:00PM",ece477,102536,72.70561F,83.20%,714,
"March 11, 2021 at 09:00PM",ece477,102537,72.73763F,83.16%,715,
"March 11, 2021 at 09:00PM",ece477,102538,72.73763F,83.19%,672,
"March 11, 2021 at 09:00PM",ece477,102539,72.76963F,83.13%,714,
"March 11, 2021 at 09:00PM",ece477,102540,72.73763F,83.22%,705,
"March 11, 2021 at 09:00PM",ece477,102541,72.80164F,83.22%,715,
"March 11, 2021 at 09:00PM",ece477,102542,72.70561F,83.19%,718,
"March 11, 2021 at 09:01PM",ece477,102543,72.76963F,83.21%,711,
"March 11, 2021 at 09:01PM",ece477,102544,72.73763F,83.22%,721,
"March 11, 2021 at 09:01PM",ece477,102545,72.73763F,83.16%,718,
"March 11, 2021 at 09:01PM",ece477,102546,72.70561F,83.10%,720,
"March 11, 2021 at 09:01PM",ece477,102547,72.70561F,83.09%,710,
"March 11, 2021 at 09:01PM",ece477,102548,72.73763F,83.02%,747,
"March 11, 2021 at 09:01PM",ece477,102549,72.73763F,83.16%,716,
"March 11, 2021 at 09:01PM",ece477,102550,72.80164F,83.05%,716,
"March 11, 2021 at 09:01PM",ece477,102551,72.76963F,83.13%,714,
"March 11, 2021 at 09:01PM",ece477,102552,72.73763F,83.08%,720,
"March 11, 2021 at 09:02PM",ece477,102553,72.76963F,83.28%,715,
"March 11, 2021 at 09:02PM",ece477,102554,72.73763F,83.11%,718,
"March 11, 2021 at 09:02PM",ece477,102555,72.70561F,83.01%,718,
"March 11, 2021 at 09:02PM",ece477,102556,72.70561F,83.11%,719,
"March 11, 2021 at 09:02PM",ece477,102557,72.73763F,83.02%,719,
"March 11, 2021 at 09:02PM",ece477,102558,72.76963F,83.28%,714,
"March 11, 2021 at 09:02PM",ece477,102559,72.70561F,83.26%,720,
"March 11, 2021 at 09:02PM",ece477,102560,72.76963F,83.32%,720,
"March 11, 2021 at 09:02PM",ece477,102561,72.73763F,83.31%,720,
"March 11, 2021 at 09:02PM",ece477,102562,72.76963F,82.96%,717,
"March 11, 2021 at 09:03PM",ece477,102563,72.6736F,82.99%,715,
"March 11, 2021 at 09:03PM",ece477,102564,72.76963F,83.25%,714,
"March 11, 2021 at 09:03PM",ece477,102565,72.70561F,83.04%,716,
"March 11, 2021 at 09:03PM",ece477,102566,72.64159F,83.22%,715,
"March 11, 2021 at 09:03PM",ece477,102567,72.76963F,83.18%,718,
"March 11, 2021 at 09:03PM",ece477,102568,72.70561F,83.21%,720,
"March 11, 2021 at 09:03PM",ece477,102569,72.70561F,83.33%,709,
"March 11, 2021 at 09:03PM",ece477,102570,72.6736F,83.28%,777,
"March 11, 2021 at 09:03PM",ece477,102571,72.70561F,83.20%,710,
"March 11, 2021 at 09:03PM",ece477,102572,72.73763F,83.16%,717,
"March 11, 2021 at 09:04PM",ece477,102573,72.73763F,83.16%,721,
"March 11, 2021 at 09:04PM",ece477,102574,72.76963F,83.28%,715,
"March 11, 2021 at 09:04PM",ece477,102575,72.70561F,83.30%,706,
"March 11, 2021 at 09:04PM",ece477,102576,72.70561F,83.21%,715,
"March 11, 2021 at 09:04PM",ece477,102577,72.6736F,83.13%,719,
"March 11, 2021 at 09:04PM",ece477,102578,72.73763F,83.18%,711,
"March 11, 2021 at 09:04PM",ece477,102579,72.70561F,83.26%,714,
"March 11, 2021 at 09:04PM",ece477,102580,72.73763F,83.20%,720,
"March 11, 2021 at 09:04PM",ece477,102581,72.73763F,83.21%,710,
"March 11, 2021 at 09:04PM",ece477,102582,72.6736F,83.23%,706,
"March 11, 2021 at 09:05PM",ece477,102583,72.70561F,83.29%,714,
"March 11, 2021 at 09:05PM",ece477,102584,72.6736F,83.17%,712,
"March 11, 2021 at 09:05PM",ece477,102585,72.70561F,83.29%,718,
"March 11, 2021 at 09:05PM",ece477,102586,72.70561F,83.18%,719,
"March 11, 2021 at 09:05PM",ece477,102587,72.70561F,83.21%,722,
"March 11, 2021 at 09:05PM",ece477,102588,72.6736F,83.30%,711,
"March 11, 2021 at 09:05PM",ece477,102589,72.70561F,83.22%,714,
"March 11, 2021 at 09:05PM",ece477,102590,72.70561F,83.10%,713,
"March 11, 2021 at 09:05PM",ece477,102591,72.70561F,83.08%,711,
"March 11, 2021 at 09:05PM",ece477,102592,72.76963F,83.29%,713,
"March 11, 2021 at 09:06PM",ece477,102593,72.73763F,83.28%,720,
"March 11, 2021 at 09:06PM",ece477,102594,72.73763F,83.31%,708,
"March 11, 2021 at 09:06PM",ece477,102595,72.73763F,83.35%,717,
"March 11, 2021 at 09:06PM",ece477,102596,72.73763F,83.32%,714,
"March 11, 2021 at 09:06PM",ece477,102597,72.73763F,83.21%,716,
"March 11, 2021 at 09:06PM",ece477,102598,72.73763F,83.35%,711,
"March 11, 2021 at 09:06PM",ece477,102599,72.76963F,83.21%,723,
"March 11, 2021 at 09:06PM",ece477,102600,72.6736F,83.39%,723,
"March 11, 2021 at 09:06PM",ece477,102601,72.73763F,83.22%,720,
"March 11, 2021 at 09:06PM",ece477,102602,72.73763F,83.26%,703,
"March 11, 2021 at 09:07PM",ece477,102603,72.76963F,83.37%,720,
"March 11, 2021 at 09:07PM",ece477,102604,72.70561F,83.18%,707,
"March 11, 2021 at 09:07PM",ece477,102605,72.6736F,83.33%,710,
"March 11, 2021 at 09:07PM",ece477,102606,72.73763F,83.20%,707,
"March 11, 2021 at 09:07PM",ece477,102607,72.73763F,83.29%,708,
"March 11, 2021 at 09:07PM",ece477,102608,72.73763F,83.28%,717,
"March 11, 2021 at 09:07PM",ece477,102609,72.70561F,83.33%,720,
"March 11, 2021 at 09:07PM",ece477,102610,72.76963F,83.39%,715,
"March 11, 2021 at 09:07PM",ece477,102611,72.73763F,83.39%,726,
"March 11, 2021 at 09:07PM",ece477,102612,72.73763F,83.25%,713,
"March 11, 2021 at 09:08PM",ece477,102613,72.70561F,83.30%,720,
"March 11, 2021 at 09:08PM",ece477,102614,72.70561F,83.36%,715,
"March 11, 2021 at 09:08PM",ece477,102615,72.70561F,83.39%,719,
"March 11, 2021 at 09:08PM",ece477,102616,72.6736F,83.34%,713,
"March 11, 2021 at 09:08PM",ece477,102617,72.70561F,83.35%,715,
"March 11, 2021 at 09:08PM",ece477,102618,72.73763F,83.30%,713,
"March 11, 2021 at 09:08PM",ece477,102619,72.6736F,83.35%,721,
"March 11, 2021 at 09:08PM",ece477,102620,72.73763F,83.29%,716,
"March 11, 2021 at 09:08PM",ece477,102621,72.73763F,83.27%,715,
"March 11, 2021 at 09:08PM",ece477,102622,72.73763F,83.14%,715,
"March 11, 2021 at 09:09PM",ece477,102623,72.73763F,83.40%,720,
"March 11, 2021 at 09:09PM",ece477,102624,72.70561F,83.22%,720,
"March 11, 2021 at 09:09PM",ece477,102625,72.73763F,83.40%,718,
"March 11, 2021 at 09:09PM",ece477,102626,72.70561F,83.10%,716,
"March 11, 2021 at 09:09PM",ece477,102627,72.70561F,83.20%,720,
"March 11, 2021 at 09:09PM",ece477,102628,72.6736F,83.15%,717,
"March 11, 2021 at 09:09PM",ece477,102629,72.6736F,83.18%,711,
"March 11, 2021 at 09:09PM",ece477,102630,72.70561F,83.20%,717,
"March 11, 2021 at 09:09PM",ece477,102631,72.76963F,83.30%,717,
"March 11, 2021 at 09:09PM",ece477,102632,72.70561F,83.43%,722,
"March 11, 2021 at 09:10PM",ece477,102633,72.76963F,83.16%,714,
"March 11, 2021 at 09:10PM",ece477,102634,72.70561F,83.27%,717,
"March 11, 2021 at 09:10PM",ece477,102635,72.70561F,83.25%,718,
"March 11, 2021 at 09:10PM",ece477,102636,72.73763F,83.32%,722,
"March 11, 2021 at 09:10PM",ece477,102637,72.73763F,83.29%,713,
"March 11, 2021 at 09:10PM",ece477,102638,72.73763F,83.22%,720,
"March 11, 2021 at 09:10PM",ece477,102639,72.70561F,83.22%,719,
"March 11, 2021 at 09:10PM",ece477,102640,72.70561F,83.26%,720,
"March 11, 2021 at 09:10PM",ece477,102641,72.76963F,83.24%,720,
"March 11, 2021 at 09:10PM",ece477,102642,72.73763F,83.25%,715,
"March 11, 2021 at 09:11PM",ece477,102643,72.73763F,83.24%,717,
"March 11, 2021 at 09:11PM",ece477,102644,72.73763F,83.24%,713,
"March 11, 2021 at 09:11PM",ece477,102645,72.73763F,83.23%,710,
"March 11, 2021 at 09:11PM",ece477,102646,72.73763F,83.38%,711,
"March 11, 2021 at 09:11PM",ece477,102647,72.73763F,83.40%,720,
"March 11, 2021 at 09:11PM",ece477,102648,72.6736F,83.31%,710,
"March 11, 2021 at 09:11PM",ece477,102649,72.6736F,83.24%,721,
"March 11, 2021 at 09:11PM",ece477,102650,72.73763F,83.35%,706,
"March 11, 2021 at 09:11PM",ece477,102651,72.76963F,83.38%,720,
"March 11, 2021 at 09:11PM",ece477,102652,72.70561F,83.30%,720,
"March 11, 2021 at 09:12PM",ece477,102653,72.73763F,83.40%,720,
"March 11, 2021 at 09:12PM",ece477,102654,72.76963F,83.22%,714,
"March 11, 2021 at 09:12PM",ece477,102655,72.76963F,83.34%,720,
"March 11, 2021 at 09:12PM",ece477,102656,72.73763F,83.31%,720,
"March 11, 2021 at 09:12PM",ece477,102657,72.76963F,83.27%,707,
"March 11, 2021 at 09:12PM",ece477,102658,72.73763F,83.38%,715,
"March 11, 2021 at 09:12PM",ece477,102659,72.70561F,83.13%,713,
"March 11, 2021 at 09:12PM",ece477,102660,72.70561F,83.32%,715,
"March 11, 2021 at 09:12PM",ece477,102661,72.6736F,83.39%,718,
"March 11, 2021 at 09:12PM",ece477,102662,72.76963F,83.35%,717,
"March 11, 2021 at 09:13PM",ece477,102663,72.6736F,83.29%,719,
"March 11, 2021 at 09:13PM",ece477,102664,72.70561F,83.35%,720,
"March 11, 2021 at 09:13PM",ece477,102665,72.76963F,83.29%,720,
"March 11, 2021 at 09:13PM",ece477,102666,72.76963F,83.26%,717,
"March 11, 2021 at 09:13PM",ece477,102667,72.80164F,83.21%,719,
"March 11, 2021 at 09:13PM",ece477,102668,72.73763F,83.35%,718,
"March 11, 2021 at 09:13PM",ece477,102669,72.73763F,83.18%,720,
"March 11, 2021 at 09:13PM",ece477,102670,72.70561F,83.53%,720,
"March 11, 2021 at 09:13PM",ece477,102671,72.80164F,83.22%,717,
"March 11, 2021 at 09:13PM",ece477,102672,72.70561F,83.27%,715,
"March 11, 2021 at 09:14PM",ece477,102673,72.73763F,83.24%,715,
"March 11, 2021 at 09:14PM",ece477,102674,72.73763F,83.42%,720,
"March 11, 2021 at 09:14PM",ece477,102675,72.80164F,83.41%,726,
"March 11, 2021 at 09:14PM",ece477,102676,72.76963F,83.42%,719,
"March 11, 2021 at 09:14PM",ece477,102677,72.73763F,83.31%,711,
"March 11, 2021 at 09:14PM",ece477,102678,72.76963F,83.51%,717,
"March 11, 2021 at 09:14PM",ece477,102679,72.73763F,83.30%,721,
"March 11, 2021 at 09:14PM",ece477,102680,72.73763F,83.35%,717,
"March 11, 2021 at 09:14PM",ece477,102681,72.73763F,83.37%,719,
"March 11, 2021 at 09:14PM",ece477,102682,72.70561F,83.38%,710,
"March 11, 2021 at 09:15PM",ece477,102683,72.80164F,83.27%,713,
"March 11, 2021 at 09:15PM",ece477,102684,72.80164F,83.42%,720,
"March 11, 2021 at 09:15PM",ece477,102685,72.70561F,83.35%,719,
"March 11, 2021 at 09:15PM",ece477,102686,72.76963F,83.44%,715,
"March 11, 2021 at 09:15PM",ece477,102687,72.73763F,83.37%,720,
"March 11, 2021 at 09:15PM",ece477,102688,72.70561F,83.34%,722,
